Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
St. Antonys High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"Gokula 1st Phase,1st Stage, 15th A Main Rd, Gokula 1st Stage, HMT Layout, Mathikere, Bengaluru, Karnataka 560054, India",,,Transport
Isaac Newton English school,1979,Public Schools,2000,LKG - 10,State Board,tel:+919513238818,13200,"169, Binny Mill Rd, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053","P.Palani Founder Secretary / (BSc, BE, DFT)","Basketball, Carroms, Chess, Cricket, Cycling, Football, Kabaddi, Kho-Kho, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Smart Kidz,2014,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"426, MVR complex opp rama temple annasandra palay, Bengaluru, Karnataka",A.S. Ganesh Managing Director / N/A,Yoga,
Goodwill English High School,2002,Public Schools,400,LKG - 12,State Board,tel:+919513238818,24000,"Hegganahalli Main Rd, 2nd Stage, Peenya, Bengaluru, Karnataka 560091",,"Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Table-tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
C B Bhandari Jain High School & Pu College,1989,Day Schools,N/A,Nursery - Class 12,State Board,tel:+918035470244,40000 / Annual,"3rd cross, Kilari Rd, near cb Bhandari School, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",,,
Saint Anthony High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,40000 / Annual,"2HM5+H48, Gokula 1st Stage, Mathikere Extension, Mathikere, Bengaluru, Karnataka 560054, India",,,Transport
Gnana Teja English School,1997,Day Schools,300,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"8, 9th Main Rd, Gokula 1st Stage, Mathikere Extension, Mathikere, Bengaluru, Karnataka 560054, India",,,
Shree Bharthi Vidyalaya,2002,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,60000 / Annual,"No.CA-14, 11th Cross, R.P.C. Layout Vijayanagar, 5th Main Road, Vijayanagar 2nd stage, Hampi Nagar, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India",,,
Vijay International Public School,2007,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,18000 / Annual,"565, 9th D Main Rd, Chowdappa Layout, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560104, India",,,Transport
Brooklyn National Public School,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,90000 / Annual,"Brooklyn National Public School, 4th Cross Rd, Hampi Nagar, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560104, India",,,Transport
Olive Garden Montessori School of Children,Play Schools,500,Pre School - 3,Other Boards,Co-Education,tel:+918035470244,,,,"Badminton, Gymnastics, Skating, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Time Kids,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"No. 35, 2nd main, 3rd Cross Rd, Brindavan Nagar, Bengaluru, Karnataka 560029",,Yoga,
Gnana Teja English School,1997,Public Schools,300,LKG - 10,State Board,tel:+919513238818,29000,"8, 9th Main Rd, Gokula 1st Stage, Mathikere Extension, Mathikere, Bengaluru, Karnataka 560054","SMT N. Vijaya Founder Principal / B.Sc., B.Ed",Yoga,"Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
"Navkis Educational Centre, Mathikere",2000,Public Schools,1570,1 - 12,CBSE,tel:+918035470244,"Rs. 50,000 to Rs. 1,00,000","behind MS Ramanth Memorial Hall, HMR Layout, Gokula Extension, Mathikere, Bengaluru, Karnataka 560054",,"Badminton, Carroms, Chess","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro kids,2001,International Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"# 51, 12th Main, 1st stage, Gokul Road 1st Phase, Mathikere, Bengaluru, Karnataka 560054",,Yoga,Smart Classrooms
KinderKare Academy,2013,Play Schools,90,Pre School - UKG,CBSE,tel:+918035470244,"Rs. 55,000 to Rs. 75,000","Pipeline, MES Rd, HMR Layout, Gokula Extension, Mathikere, Bengaluru, Karnataka 560054",,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Library"
Sri Nidhya Vidyanikethan,2010,Day Schools,N/A,Pre-Nursery - Class 10,State Board,tel:+918035470244,16000 / Annual,"203/1, 1st Main, 5th Cross Rd, near S K Jewellers, K. N. Extension, L N Colony, Yeswanthpur, Bengaluru, Karnataka 560022, India",,,
L G NATIONAL PUBLIC SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"High Tension Line Rd, Chamundi Nagar, Peenya, Bengaluru, Karnataka 560058, India",,,
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"# 441, Kempegowda Layout, Laggere, Near Sai Baba Temple, 4th Main Rd, Muniswara Nagar, Hegganahalli, Bengaluru, Karnataka 560091",Dr. Subhash Chandra Chairman / N/A,Yoga,
IYER HIGH SCHOOL,1975,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,8400 / Annual,"2HM4+XVW, MSR Main Road, Brindavan Nagar, Mathikere, Bengaluru, Karnataka 560054, India",,,Transport
KINTO HIGH SCHOOL,1976,Day Schools,784,LKG - Class 10,State Board,tel:+918035470244,25000 / Annual,"# 57, 5th Cross, Old Guddadahalli Rd, Old Guddadahalli, Guddadahalli, Bengaluru, Karnataka 560026, India",,,
Sunshine English High School,1988,Day Schools,350,Nursery - Class 10,State Board,tel:+918035470244,18000 / Annual,"RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka 560006, India",,,
Prasiddhi School,1991,Day Schools,500,Nursery - Class 10,State Board,tel:+918035470244,70000 / Annual,"Palace Compound, Palace Grounds Inner Rd, Vasanth Nagar, Bengaluru, Karnataka 560052, India",,,Transport
Gulabi Girls High School,1967,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"5/1, 5th Main Rd, Jayamahal Extension, Jayamahal, Bengaluru, Karnataka 560046, India",,,Transport
CHAMRAJPET EDUCATION SOCIETY,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,10000 / Annual,"55, Sirsi Road, C Pet, C Pet, Chamrajpet, Bengaluru, Karnataka 560018, India",,,
Maharshi Arvind School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,27500 / Annual,"7th Cross Rd Panchasheelanagar,, Govindaraja Nagar Ward, Mudalapalya, Vijayanagar, Bengaluru, Karnataka 560072, India",,,Transport
CRESENT ENGLISH SCHOOL,Day Schools,330,Pre-Nursery - Class 12,State Board,Co-Education,tel:+918035470244,25000 / Annual,"No 28, Mysore Rd, Anandapuram, Chamrajpet, Bengaluru, Karnataka 560002, India",,,Transport
St. Joseph English School,1863,Day Schools,N/A,Pre-Nursery - Class 12,State Board,tel:+918035470244,25000 / Annual,"Sultan Rd, New Tharagupet, Bengaluru, Karnataka 560002, India",,,Transport
FRANK PUBLIC SCHOOL,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,69000 / Annual,"XGGC+7F4, 4th Cross Rd, Govindaraja Nagar Ward, Panchasheel Nagar, Kanakanagar, Bengaluru, Karnataka 560072, India",,,Transport
GCIS Pre University College,2018,International Schools,N/A,11 - 12,ICSE,tel:+919513238818,125000,"135, 5th Main Rd, Jaladarsini Layout, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",,"Athletics, Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
THE J.H.S. SCHOOL,2003,Day Schools,194,Nursery - Class 10,"State Board, CBSE",tel:+918035470244,23000 / Annual,"45, near Seetha Circle, Mysore Bank Colony, SBM Colony, 2, 1, Banashankari, Bengaluru, Karnataka 560050, India",,,Transport
RNS Vidyaniketan,2002,Day Schools,N/A,Nursery - Class 12,"CBSE, ICSE, State Board",tel:+918035470244,60000 / Annual,"XG6M+W53, 1st G Cross Rd, Govindaraja Nagar Ward, Basaveshwara HBCS Layout, Attiguppe, Bengaluru, Karnataka 560040, India",,,Transport
KVV HIGH SCHOOL,1982,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,50000 / Annual,"Behind BMTC Complex, 1st G Cross Road, 7th मेन मार्ग, Govindaraja Nagar Ward, सुब्बन्ना गार्डन, Vijayanagar, Bengaluru, Karnataka 560040, India",,,Transport
CMA BOYS HIGH SCHOOL,Day Schools,1100,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"ARCOT SREENIVASACHAR STREET, Bengaluru, Karnataka",,,
VISHAL ENGLISH SCHOOL,1980,Day Schools,700,Nursery - Class 10,State Board,tel:+918035470244,25000 / Annual,"#25/18/1, 5th cross, manjunath nagar, XG5V+HRH, Nehru Rd, New Guddadahalli, Guddadahalli, Bengaluru, Karnataka 560026, India",,,
21k School,NA,Other Collections,,Pre School - 8,"CBSE, Cambridge AIE, IGCSE",tel:+918035470244,,"o. 148, Unit No. 203, Second Floor, EMBASSY SQUARE, Infantry Rd, Vasanth Nagar, Bengaluru, Karnataka 560001",,,
Gokulam Montessori and Creche,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:+919513238818,86000,"No.20/2, Chamundi, Ali Asker Rd, Vasanth Nagar, Bengaluru, Karnataka 560051",,Yoga,Smart Classrooms
SKEI - Smt. Kamalabai Educational Institution,1931,Day Schools,700,LKG - Class 10,CBSE,tel:+918035470244,110000 / Annual,"Edward Road, Off, Queens Rd, Cross, Bengaluru, Karnataka 560052, India",,,Transport
First Steps,2011,Play Schools,N/A,LKG - UKG,Other Boards,tel:+919513238818,40000,"No 12, Cunningham Cres Rd, Vasanth Nagar, Bengaluru, Karnataka 560052",,Yoga,Smart Classrooms
ST. MARYS GIRLS HIGH SCHOOL,Day Schools,N/A,Nursery - Class 12,State Board,Co-Education,tel:+918035470244,45000 / Annual,"Vasanth Nagar, Bengaluru, Karnataka 560051, India",,,
MARIAN PRIMARY & MIDDLE SCHOOL,Day Schools,N/A,Nursery - Class 12,State Board,Co-Education,tel:+918035470244,60000 / Annual,"2, Millers Rd, Vasanth Nagar, Bengaluru, Karnataka 560052, India",,,
SRI CHAITANYA TECHNO SCHOOL,2016,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,65000 / Annual,"31/2, 6th Main, 14th Cross, 2nd Stage, 2nd Phase, West Of Chord, Near Nagapura Circle, Bovipalya, Mahalakshmipuram Layout, Mahalakshmi Layout, Bengaluru, Karnataka 560086, India",,,Transport
KMWA VIDYANIKETHAN,1979,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,28000 / Annual,"No 5B, 12th Cross, 4th Main, Chord Rd, West of Chord Road 2nd Stage, Nagapura, Bengaluru, Karnataka 560086, India",,,
KANARA ENGLISH SCHOOL,Day Schools,N/A,Class 11 - Class 12,CBSE,Co-Education,tel:+918035470244,2000 / Annual,"2G2Q+M3W, 2nd A Cross Rd, Mico Layout, Maruthi Nagar, Bengaluru, Karnataka 560086, India",,,
BASAWESHWARA GIRLS HIGH SCHOOL,Day Schools,1100,Class 8 - Class 10,State Board,Co-Education,tel:+918035470244,20000 / Annual,"2G6W+6C7, Mahalakshmipuram Layout, Mahalakshmipuram, Bengaluru, Karnataka 560086, India",,,
MODERN PUBLIC ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,50200 / Annual,"211, 5th Main Rd, Ganganagar, Bengaluru, Karnataka 560032, India",,,Transport
Royale Concorde International School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,85000 / Annual,"1st Main Rd, Chamrajpet, Bengaluru, Karnataka 560018, India",,,Transport
ST. TERESAS GIRLS HIGH SCHOOL,1925,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,38000 / Annual,"XH69+XGC, Near Royan Circle, Anandapuram, Chamrajpet, Bengaluru, Karnataka 560018, India",,,
SANDEEPANI ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,40000 / Annual,"AECS Layout, Raj Mahal Vilas 2nd Stage, Sanjayanagara, Bengaluru, Karnataka 560094, India",,,Transport
Orchids The International School,2018,Public Schools,75000+,Pre School - 12,CBSE,tel:+918035470244,"1,20,000 - 3,00,000","76, 6, Mysore Rd, opp. R.V.Engineering College, Harsha Layout, Kengeri Satellite Town, Bengaluru, Karnataka 560059, India",Ms. Leena Pascal Principal / .,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Karate, Lawn Tennis, Swimming, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Orchids International School,2003,International Schools,600,Pre School - 12,CBSE,tel:+919513238818,,"76, 6, Mysore Rd, opp. R.V.Engineering College, Harsha Layout, Kengeri Satellite Town, Bengaluru, Karnataka 560059, India",,"Badminton, Carroms, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Karnataka Vidya Vardhaka Public School,1982,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:+918035470244,40000 / Annual,"1st Main Road Kalyan Nagar, Govindaraja Nagar Ward, Mudalapalya, Vijayanagar, Bengaluru, Karnataka 560072, India",,,Transport
GRV public school,N/A,International Schools,N/A,LKG - 10,"ICSE, State Board",tel:+919513238818,12000,"19, Bellary Rd, Dena Bank Colony, Ganganagar, Bengaluru, Karnataka 560032",MR. GURURAJ PRESIDENT / N/A,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Gem School,1976,International Schools,785,1 - 12,"CBSE, ICSE",tel:+919513238818,40000,"7th Main Rd, Ravindra Tagore Nagar, Ganganagar, Bengaluru, Karnataka 560032",,"Athletics, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
hello kids,2005,Play Schools,55,Pre School - PRE,Other Boards,tel:+919513238818,40000,"30/65, 2nd Main of, CBI Road, near CBI Office, Ganganagar, Bengaluru, Karnataka 560032",,Yoga,"Transport, Smart Classrooms"
GR Vidyadeep Public School,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",Co-Education,tel:+918035470244,35000 / Annual,"19, Bellary Rd, Dena Bank Colony, Ganganagar, Bengaluru, Karnataka 560032, India",,,Transport
NATIONAL PUBLIC SCHOOL,1986,Day Schools,1200,Nursery - Class 12,"CBSE, State Board",tel:+918035470244,35000 / Annual,"2GQX+VHW, Muthyala Nagar, Bandappa Garden, Mathikere, Bengaluru, Karnataka 560054, India",,,Transport
Sri Vinayaka School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,12000 / Annual,"No 32, A M Lane, B V K Iyengar Road, Near-Megha Electrical, Chickpet, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560053, India",,,
Maple Bear Canadian Pre-School,2011,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"323/1, 6th C Cross Rd, Varsova Layout, C V Raman Nagar, Bengaluru, Karnataka 560093",Mr. Alok Modi Chairman / N/A,Yoga,
Valiants Academy,1897,Public Schools,4000+,Pre School - 12,CBSE,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Billiards, Cricket, Football, Skating, Table-tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Jnana Vijnana VidyaPeetha,1976,Public Schools,N/A,LKG - 10,CBSE,tel:+919513238818,60000,"11th Main, 6th Cross, R.K. Layout, Padmanabhanagar, Bengaluru, Karnataka 560070",Alvin Tuffer Principal / N/A,"Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"38/1, 22nd Main Rd, Anjanaswamy Layout, Padmanabhanagar, Bengaluru, Karnataka 560070",Dr. Subhash Chandra Chairman / N/A,Yoga,
Sri Aurobindo Public School,Public Schools,N/A,LKG - 10,CBSE,Co-Education,tel:+919513238818,42000,"# 206/4B, Canara Bank Layout,
Sri Ammembal Subbarao Pai Nagar,
Sahakara nagar, Bangalore 560097,
Karnataka, India",,"Athletics, Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Godwin Public School,1997,International Schools,650,LKG - 12,"ICSE, State Board",tel:+919513238818,40000,"#13 & 14, Amco Layout, Sahakara Nagar Post, Kodigehalli, Bengaluru, Karnataka 560092",,"Carroms, Chess, Kabaddi, Kho-Kho, Table-tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Elly Preschool,2004,Play Schools,35,Pre School - PRE,Other Boards,tel:+919513238818,40000,"1018, 12th Main Rd, B Block, CQAL Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",Mr. Vittal Bhandary Founder / N/A,Yoga,
Oi Playschool,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"834, A BLOCK, NEAR BBMP Library, A Block, Sahakar Nagar, Bengaluru, Karnataka 560092",Naga Prasad Tummala Chairman / N/A,Yoga,
Poorna Vikasa Vidyalaya,2017,Other Collections,N/A,Pre School - 8,"CBSE, State Board",tel:+918035470244,,,,,Transport
Jayashree Public School,2008,Public Schools,N/A,LKG - 10,State Board,tel:+919513238818,20000,"#1405, 40th Main, 9th Cross, J. P. Nagar, 1st Phase, Bangalore- 560078, Karnataka, India.",,"Basketball, Carroms, Chess, Checkers, Hockey, Kabaddi, Kho-Kho, Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Jnana Vikas Public School,N/A,Public Schools,600,LKG - 10,"CBSE, State Board",tel:+919513238818,25000,"No 35, 2nd Main, 2nd cross,SriKrishna Nagar J P J P, Main Rd, 8th Phase, J. P. Nagar, Bengaluru, Karnataka 560076","Deepa Raja Principal / M.A.(English),B.Ed, B.com P.P.T.C., E.C.C.ED","Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"80Ft Road, No.560, 9th Cross Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Mr. Raman Bajaj Founder / MBA,Yoga,
Bachpan Play School,2004,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,47000,"131E, Shantiniketan Layout, Bannerghatta Road, BDA 80 Feet Rd, Arekere, Bengaluru, Karnataka 560076",MR. S.K GUPTA Chairman / N/A MR. KRISHAN SHARMA Vice President (VP) / N/A,Yoga,"Transport, Smart Classrooms"
Hello Kids,2005,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,40000,"677 19th cross Rd opp Vasavi temple, Near Vysya Bank, Shantiniketan Layout, Arekere, Bengaluru, Karnataka 560076",,Yoga,
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,59000,"#48, LRDE Layout, Karthik Nagar, Outer Ring Road, Opposite HDFC Bank,, behind ISUZU Showroom, Bengaluru, Karnataka 560037",Mr. Vittal Bhandary Principal / N/A,Yoga,
Little Elly Preschool,2004,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,43000,"8th main, 6th cross, opp. to Webster school, Hanumanthnagar, Banashankari Stage I, Bengaluru, Karnataka 560050",Mr. Vittal Bhandary Principal / N/A,Yoga,
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,43000,"320, 5th Main Rd, BHCS Layout, Samruddi Layout(Enclave), 2nd Stage, Uttarahalli Hobli, Bengaluru, Karnataka 560061",Mr. Vittal Bhandary Principal / N/A,Yoga,
Sindhi High School,1982,Day Schools,1500,Nursery - Class 10,CBSE,tel:+918035470244,75000 / Annual,"10/7, Kumara Krupa Rd, Seshadripuram, Bengaluru, Karnataka 560001, India",,,
Gokul Preschool,2010,Play Schools,45,Pre School - PRE,Other Boards,tel:+919513238818,30000,"#25, 1st Cross, Chowdaiah Block, R.T.Nagar, Bengaluru, Karnataka 560032",,Yoga,Smart Classrooms
VIDYANJALI ACADEMY FOR LEARNING,1992,Day Schools,573,Pre-Nursery - Class 10,CBSE,tel:+918035470244,150000 / Annual,"Opposite SBI Bank, Cholanayakanahalli, Hebbal, RT Nagar, Cholanayakanahalli, Post, Bengaluru, Karnataka 560032, India",,,Transport
Hello Kids,2005,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"HMT Estate, 2nd Stage, Bengaluru, Karnataka 560013",,Yoga,Smart Classrooms
Planet Kids,2005,Play Schools,40,Pre School - PRE,Other Boards,tel:+919513238818,50000,"# 11/12, 9th Cross Road, HMT Layout, Dinnur, Near Kenneth George School Hebbal, R. T. Nagar, Bengaluru, Karnataka",,Yoga,
I Play I Learn,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,35000,"9th Cross Rd, V . V Nagar, HMT Layout, Dinnur, Hebbal, Bengaluru, Karnataka 560032",,Yoga,Smart Classrooms
St. Paul's English School,Other Collections,N/A,Pre School - PRE,ICSE,Co-Education,tel:+918035470244,,,,,Transport
Little Millennium,Play Schools,70,Pre School - PRE,Other Boards,Co-Education,tel:+919513238818,30000,"Abbigere Main Road, 1st Main Road Paschim County, Kereguddadahalli, Near RMG Factory, P.O, Chikkabanavara, Bengaluru, Karnataka 560090",Mr. Raman Bajaj Founder / MBA,Yoga,
National English School,Public Schools,,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Badminton, Basketball, Cricket, Gymnastics, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility"
Samskrithi Academy,2005,Public Schools,4000+,Pre School - 12,CBSE,tel:+918035470244,,,,"Badminton, Basketball, Football, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"No.3, 4th Main, 1st C Cross, Sarvajna Road, Akshayanagar West, Next to St.Annâ€™s English Medium School, Akshayanagara West, Bengaluru, Karnataka 560068",Mr. Raman Bajaj Founder / MBA,Yoga,
Smart Kidz,2014,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"66, 2nd main, 3rd cross, Binny Layout, Attiguppe Vijay Nagar 2nd Stage, Near Chandra Public School, Near Attiguppe Park, Chandra Layout,, Bengaluru, Karnataka 560040",A.S. Ganesh Managing Director / N/A,Yoga,
D.S PRESCHOOL,2017,Play Schools,N/A,Nursery - UKG,Montessori,tel:+918035470244,,#18 7th cross 9th main road near ayyappa swamy temple hongasandra bomanahalli,,,Transport
Kids Paradise,Public Schools,1400,Pre School - 3,CBSE,Co-Education,tel:+918035470244,,,,"Cycling, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The Brigade School,1990,Public Schools,610,1 - 12,CBSE,tel:+919513238818,124000,"Brigade Millenium Rd, Jagruthi Colony, BOB Colony, 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",,"Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Cambridge School,2004,Public Schools,350,LKG - 10,ICSE,tel:+919513238818,31000,"2nd Main Rd, Sun City Layout, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Lawn Tennis, Swimming, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Gurukul School,1997,International Schools,700,LKG - 10,CBSE,tel:+919513238818,52700,"Avalahall, J.P Nager, 9th Phase, Anjanapura, Post, Nandi Garden Phase II, JP Nagar 9th Phase, J. P. Nagar, Bengaluru, Karnataka 560108",Smt. Gowri Prabha Principal / N/A,"Badminton, Basketball, Boxing, Chess, Cricket, Football, Kabaddi, Kho-Kho, Skating, Swimming, Table-tennis, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Heritage Public School,2004,Play Schools,500,LKG - 10,State Board,tel:+919513238818,55000,"Kotnur Main Road 8th Cross Road, 5th Main Road, Srinidhi Layout, 8th Phase, J. P. Nagar, Bengaluru, Karnataka 560062",Siddaraju S Chairman / N/A,"Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Capitol Public School,2005,Public Schools,N/A,LKG - 12,CBSE,tel:+919513238818,65000,"# 1, 9th Cross, RBI Layout, J.P. Nagar 7th Phase, Bengaluru, Karnataka 560078",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
DPS,2001,Public Schools,N/A,LKG - 12,CBSE,tel:+919513238818,Fee range is from Rs. 50000 to Rs. 125000,"8th Phase, J. P. Nagar, Bengaluru, Karnataka 560076",Ayesha Rahman Khan PRINCIPAL / N/A,"Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Table-tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Ekya School,2010,International Schools,N/A,LKG - 10,"ICSE, IGCSE",tel:+919513238818,60000,"16, 6th B Main Rd, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Dr. Tristha Ramamurthy Founder and Managing Director / N/A,"Athletics, Basketball, Boxing, Carroms, Chess, Cricket, Hockey, Kabaddi, Kho-Kho, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Sri Ravi Shankar Vidya Mandir,1999,Other Collections,N/A,Pre School - 10,CBSE,tel:+918035470244,,,,,Transport
Orchids International School,2022,International Schools,600,Pre School - 10,CBSE,tel:+919513238818,,"24-39, 7th Main Rd, 4th Cross, Navodaya Nagar, JP Nagar 7th Phase, J. P. Nagar, Kothnur, Karnataka 560078, India",,"Carroms, Chess","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Innisfree House School,1985,Public Schools,N/A,Pre School - 12,Cambridge IGCSE,tel:+919513238818,,,,,
Footprints Preschool & Day Care,2012,Play Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,65988,"No 10, Vaidham, 3rd Main Road, Krishnanm Raju Layout, near JP Nagar Dollar Colony, J. P. Nagar, Bengaluru, Karnataka 560078, India",Raj Singhal CEO / B.Tech,Yoga,Smart Classrooms
