Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
GVS English school,2009,Public Schools,950,LKG - 10,State Board,tel:+919513238818,30000,"Opp Bosch Gate, Dodda Nagamangala Rd, Chennakeshava Ngr, Hosur Mn Rd, Electronic City, Bangalore - 560100, Doddanagamangala Village, Basapura, Bengaluru, Karnataka 560100",Sree. Sreenivasa Reddy. G.V Founder / N/A Sree. Sathish. G.S Founder / N/A Smt. Susheelamma. S Founder / N/A,"Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
The Cambridge International School,2016,Day Schools,559,Pre-Nursery - Class 8,"CBSE, ICSE, International Baccalaureate",tel:+918035470244,165000 / Annual,"Survey no.145/2, 100 Feet Road, Harlur, Off Sarjapur Rd, Kudlu, Sai Meadows, Parappana Agrahara, Bengaluru, Karnataka 560068, India",,,Transport
Gopalan National School,2004,International Schools,1000,LKG - 10,ICSE,tel:+919513238818,82000,"No 13, Brookefields Road Garudachar Palya, Doddenakundi, Phase 2, Mahadevapura, Bengaluru, Karnataka 560048",,"Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Vagdevi Vilas School,2004,Other Collections,N/A,Pre School - 12,CBSE,tel:+918035470244,,,,,Transport
Hello Kids,2005,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"Shop, #402, Sunrise Villas Near Ramdev Medical, Bellandur Main Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",,Yoga,"Transport, Smart Classrooms"
Police Public School,2008,"Govt Schools, Other Collections",N/A,Pre School - 10,CBSE,tel:+918035470244,,,,,Transport
Narayana e-Techno School,2017,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,,"Sy No 65-1b, Sri Muneshwara Swamy Temple Circle, Ayyappa Nagar, Hoodi Main Road Krishnaraju puram, Bengaluru - 560036",Dr. Ponguru Narayana Founder / .,"Athletics, Badminton, Basketball, Carroms, Chess, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Ravindra Bharathi Global School,2012,Other Collections,N/A,Pre School - 12,CBSE,tel:+918035470244,,,,,Transport
"Narayana Olympiad School, HSR",Public Schools,,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Archery, Athletics, Badminton, Basketball, Billiards, Boxing, Football, Lawn Tennis, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
AMC School,2003,International Schools,300,LKG - 10,CBSE,tel:+919513238818,45000,"18 KM, Kalkere (P),Bannerghatta Main Road , Bengaluru, Karnataka",,"Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
EuroSchool,2010,International Schools,N/A,LKG - 10,CBSE,tel:+919513238818,150000,"Survey No ï¿½ 27, Srinivasa Pura Village, Bella Halli, Kogilu Main Rd, Yelahanka, Bengaluru, Karnataka 560064",,"Athletics, Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Swimming, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Hello Kids,2005,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,35000,"No.1701/7, 20th C Cross Rd, Block C, Sahakar Nagar, Bengaluru, Karnataka 560092",,Yoga,Smart Classrooms
Tattva School,2011,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,"75,000 - 90,000","Survey No. 70/2, Hosapalya Kumbalgodu P.O Mysore Road, opp. Pepsi Factory, Bengaluru, Karnataka 560074",Ms. Mamatha Roy Principal / .,"Athletics, Badminton, Basketball, Carroms, Chess, Table-tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Clarence Public School,1986,Public Schools,4000+,Pre School - 10,ICSE,tel:+919513238818,,"JP Nagar, Bangalore South.",,"Badminton, Basketball, Football, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
BGS National Public school,n/a,Public Schools,N/A,Pre School - 12,CBSE,tel:+919513238818,,"Ramalingeshwara Cave Temple, Hulimavu, Bannerghatta Road Bangalore – 560 076, Karnataka, INDIA",,,
Bachpan Play School,2004,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,40000,"SFS 208 4th Phase, Self Financed Society 407 Colony, Yelahanka New Town, Bengaluru, Karnataka 560064",MR. KRISHAN SHARMA Vice President (VP) / N/A MR. S.K GUPTA Chairman / N/A,Yoga,"Transport, Smart Classrooms"
Orchids The International School,2002,International Schools,,Pre School - 10,CBSE,tel:+918035470244,"45,000 -2,00,000","#13, Survey no. 19, Ambalipura, Vathur Hobli, Sarjapur Road, Beside Springfield Apartments, Bangalore - 560103",,"Athletics, Basketball, Carroms, Chess, Gymnastics, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Cathedral School,1866,Public Schools,,Pre School - 10,ICSE,tel:+918035470244,56000 - 71000,"#38/10, Opp cathedral School, Richmond Rd, Muniswamy Garden, Neelasandra, Bengaluru, Karnataka 560025, India","Dr. Christy Glory Shanthi .Principal / B. Sc, MA, B Ed, PGDCA, MBA, M Phil., Ph.D","Athletics, Basketball, Chess","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Aurobindo Public School,Public Schools,N/A,LKG - 10,CBSE,Co-Education,tel:+919513238818,42000,"# 206/4B, Canara Bank Layout,
Sri Ammembal Subbarao Pai Nagar,
Sahakara nagar, Bangalore 560097,
Karnataka, India",,"Athletics, Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,49000,"A1, Off Sarjapur Road, Owners Court Layout, Bengaluru, Karnataka 560035",Dr. Subhash Chandra Chairman / N/A,Yoga,
Orchids International School,2006,International Schools,,Pre School - 9,CBSE,tel:+919513238818,,"9/6, 4th Cross Rd, Mahalakshmipuram Layout, Mahalakshmi Layout, Bengaluru, Karnataka 560086, India",,"Badminton, Carroms, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Kumaran Public School,1959,Public Schools,,Pre School - 12,CBSE,tel:+919513238818,,"Survey No. 44 - 50, Mallasandra Village, Uttarahalli Hobli, Off Kanakapura Main Road, Bengaluru, Karnataka 560062",,"Basketball, Carroms, Chess, Handball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro Kids,2001,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,52000,"No.63 64, 4th ""A"" Cross, Between 2nd & 3rd Main, Hig, Dollars Colony, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",,Yoga,Smart Classrooms
Greenwood High School,2004,Public Schools,,1 - 12,ICSE,tel:+918035470244,"1,20,000 - 3,00,000","No. 8-14, Chikkawadayarapura, Near Heggondahalli, Gunjur Post,Varthur Sarjapur Road, Bangalore-560087",Mr.Aloysius D Mello Principal / .,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Hockey, Karate, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Computers Facility, Library"
The Indian Public School (TIPS) North Bangalore,2007,International Schools,500,Pre School - 10,CBSE,tel:+919513238818,,"TIPS Bengaluru,
#78/4/1, Vidya Nidhi,
Opp. Manyata Tech Park Gate-1,
HBR Layout, Nagawara,
Bengaluru â€“ 560045",,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Tennikoit, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2004,Public Schools,N/A,LKG - 12,"ICSE, IGCSE",tel:+919513238818,160000,"Survey No. 137, Kammanahalli Village, Off. Begur Road Begur Hobli, Bengaluru South Taluk, Bengaluru, Karnataka 560076",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Feathertouch International,2012,Play Schools,21,Pre School - PRE,Other Boards,tel:+919513238818,96000,"Feathertouch International A-114 Kssidc Block 3 Below Traffic Police Station, Electronic City, Bengaluru, Karnataka 560100",,Yoga,"Transport, Smart Classrooms"
Orchids International School,2010,International Schools,500,Pre School - 8,CBSE,tel:+919513238818,,"Survey No 15, Haralur village, Varthur Hobli Bangalore East, Taluk, Eastwood Twp, Bengaluru, Karnataka 560103, India",,"Badminton, Basketball, Carroms, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Maruthi Vidyalaya,Public Schools,10000+,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Badminton, Basketball, Boxing, Cycling, Gymnastics, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,60000,"10p, Sripadhuka, Kodichikkanahalli Main Rd, Bommanahalli, Bengaluru, Karnataka 5600676",Dr. Subhash Chandra Chairman / N/A,Yoga,
Kendriya Vidyalaya KR Pura,NA,Govt Schools,,Pre School - 12,CBSE,tel:+918035470244,600,"2M2W+7QG, Diesel Loco Shed Rd, Railway Colony, Krishnarajapura, Bengaluru, Karnataka 560036",MR. VENKATESWER RAO Principal / .,"Athletics, Badminton, Carroms, Chess, Cricket, Gymnastics, Lawn Tennis, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Mount Litera Zee School,2009,Other Collections,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Kudlu, 58/4, Haralur Main Rd, HSR Extension, Bengaluru, Karnataka 560068",,,Transport
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,52000,"154, SAI SRISHTI, 5TH CROSS DEFENCE COLONY BEHIND TRIO SCHOOL, SAHAKAR NAGAR, Bengaluru, Karnataka",Dr. Subhash Chandra Chairman / N/A,Yoga,
Aol School,na,Other Collections,,Pre School - 10,CBSE,tel:+918035470244,38000,"No 14, 18th Main Rd, MRCR Layout, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040",,,
Godwin Public School,1997,International Schools,650,LKG - 12,"ICSE, State Board",tel:+919513238818,40000,"#13 & 14, Amco Layout, Sahakara Nagar Post, Kodigehalli, Bengaluru, Karnataka 560092",,"Carroms, Chess, Kabaddi, Kho-Kho, Table-tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Young World International Preschool,International Schools,45,LKG - 10,ICSE,Co-Education,tel:+919513238818,44000,"540, 4th Cross Rd, Hal, HRBR Layout 2nd Block, HRBR Layout, Indiranagar, Bengaluru, Karnataka 560038",,"Athletics, Badminton","Transport, Library"
National Public School Kudlu,2023,"International Schools, Play Schools",N/A,Nursery - 8,CBSE,tel:+918035470244,,"148, Silver County Rd, Kudlu, Singasandra,Bengaluru, Karnataka 560068India",,,Transport
Sophia High School,1949,International Schools,,Pre School - 12,ICSE,tel:+918035470244,120000 - 170000,"70, Palace Rd, High Grounds, Bengaluru, Karnataka 560001, India",Sr. Alpana Palatty SND Principal High School / .,"Athletics, Basketball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Jubilee International Public School,2004,International Schools,N/A,LKG - 10,"ICSE, State Board",tel:+919513238818,44000,"3rd Main Rd, Papareddipalya, Naagarabhaavi, Bengaluru, Karnataka 560072",Mrs. Kavitha B V Principal / N/A,"Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bright Kid Montessori House,2007,International Schools,55,Pre School - PRE,Other Boards,tel:+919513238818,32000,"#726, A Sector, 3rd Phase, 16th Cross, 15th Main Rd, Yelahanka New Town, Bengaluru, Karnataka 560064",,Yoga,Smart Classrooms
New Baldwin International School,1990,Public Schools,10000+,Pre School - 12,CBSE,tel:+918035470244,,"New Baldwin International School Anekal, Anekal, Hosur Road, Menasiganahalli, Bangalore, Karnataka 562106",,"Athletics, Badminton, Basketball, Boxing, Chess, Cricket, Football, Hockey, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
CHRIST SCHOOL,1984,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,,"Christ School Road, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",Rev. Fr. Sebastian Elanjickal CMI .Principal / .,"Athletics, Basketball, Football, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The Tree House,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,,"199/95, 7th Main Rd, 4th Block, 7th Block, Jayanagar, Bengaluru, Karnataka 560041",,Yoga,
Royal Concorde International School,N/A,International Schools,1000,LKG - 12,CBSE,tel:+919513238818,65000,"II Block, 6th 'B' Main, , ,, HRBR Ring Road, 2nd Block,Kalyan Nagar, 6th B Main Rd, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Mr. L.R.Shivarame Gowda Founder Chairperson / N/A,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Handball, Ice-Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Table-tennis, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Innisfree House School,1985,Public Schools,N/A,Pre School - 12,Cambridge IGCSE,tel:+919513238818,,,,,
Kids Castle Preschool,2000,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"Kodichikkanahalli Main Rd, Supreme Residency Layout, BTM Layout III Stage, Bommanahalli, Bengaluru, Karnataka 560076","Mrs. Shweta Aneja Founder Director / B.Ed, B.Com, B.SC.",Yoga,
Flomont World School,2012,Play Schools,30,LKG - 3,Other Boards,tel:+919513238818,90000,"#51, 4th Main, 1st Cross Rd, New Tippasandra, HAL 3rd Stage, Hal, Puttappa layout, New Tippasandra, Bengaluru, Karnataka 560075",Shahista Ismail Director / N/A,Yoga,Smart Classrooms
Emanuel Suguna Jyothi High School,1985,Public Schools,N/A,LKG - 10,State Board,tel:+919513238818,30000,"3, Yadava Layout, Nehru Road, 1, Kammanahalli, Kammanahalli, Bengaluru, Karnataka 560084",,"Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility"
Bachpan Play School,2004,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,48000,"Kaverappa Layout, Next to Vidya Vikas School, Bengaluru, Karnataka 560103",MR. S.K GUPTA Chairman Chairman / N/A R. KRISHAN SHARMA Vice President (VP) Vice President (VP) / N/A,Yoga,"Transport, Smart Classrooms"
Young Scholars Academy,2011,Public Schools,N/A,LKG - 12,CBSE,tel:+919513238818,31000,"Near Church, RKB Estate, Vishwanath Naganahalli Main Rd, Kanaka Nagar, Patel Muniyappa Layout, Vishwanatha Naganahalli, Hebbal, Bengaluru, Karnataka 560032",Surabhi Yamini Iyengar Prinicipal / N/A,"Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Karate, Kho-Kho, Netball, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Notre Dame Academy,Day Schools,N/A,Nursery - Class 12,ICSE,Co-Education,tel:+918035470244,110000 / Annual,"Notre Dame Nagar, Choodasandra, Huskur, PO, Choodasandra, Bengaluru, Karnataka 560099, India",,,Transport
Venkat International Public School,"International Schools, Public Schools",,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Francis High School,1990,Other Collections,N/A,Pre School - 12,State Board,tel:+918035470244,,,,,Transport
Holy Christ High School,1961,Public Schools,N/A,LKG - 10,State Board,tel:+919513238818,28000,"Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka 560095",,"Athletics, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
515 Army Base Workshop High School,1965,Public Schools,426,LKG - 10,CBSE,tel:+919513238818,22000 - 25800,"Cambridge, road cross, Halasuru, Bengaluru, Karnataka - 560 008",,"Athletics, Basketball, Cricket, Kabaddi, Karate, Volleyball","Laboratory, Smart Classrooms, Computers Facility, Library"
Indian Children English School,N/A,Other Collections,100,LKG - 10,State Board,tel:+919513238818,20000,"Chikkanna Layout, Cofffe Road Colony, Shampura Main Road, Near-New Citizen High School, Devara Jeevanahalli, Bengaluru, Karnataka 560045",K. Vijaya Kumar Principal / N/A,"Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Jawahar Navodaya Vidyalaya,1995,Public Schools,729,LKG - 12,CBSE,tel:+919513238818,15000,"State Highway 104, Yelahanka North, Bangalore Urban District, Bagalur, Karnataka 562149",Mr. Suman Kumar Principal / N/A,"Archery, Badminton, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Nazareth School,1871,Other Collections,N/A,Pre School - 12,ICSE,tel:+918035470244,,,,,Transport
Little Millennium,2008,Play Schools,40,Pre School - PRE,Other Boards,tel:+919513238818,40000,"35, Royal palms layout, Beside Mantri Tranquil Appartment, Kanakapura Rd, Gubbalala, Bengaluru, 560062",Mr. Raman Bajaj Founder / MBA,Yoga,
Angela Royes Child Development Center,1997,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,20000,"479, 3rd Cross, 11th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",,Yoga,"Transport, Smart Classrooms"
Ryan International School,2005,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Football, Hockey, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"Devamatha Central School, Plot No 5 & 6, Pooja Garden Main Rd, Next to, Horamavu, Bengaluru, Karnataka 560043",Mr. Vittal Bhandary Founder / MBA,Yoga,
Christ School,1831,Public Schools,,Pre School - 12,ICSE,tel:+918035470244,,"Dharmaram College Post, 1st Main Rd, S.G. Palya, Bengaluru, Karnataka 560029",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Table-tennis, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Dayananda Sagar International School,1999,International Schools,500,LKG - 10,ICSE,tel:+919513238818,37000,"Shavige Malleshwara Hills, Inner Rd, near Sagar Hospital, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",,"Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Table-tennis, Tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Chinmaya Vidyalaya,2013,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,51000 - 60000,"Chinmaya Vidyalaya, Chinmaya Vidyalaya, Banashankari 6th Stage 9th Block, Hemmigepura, Karnataka 560060, India",Ms. YAMUNA SURYAPRAKASH .Principal / .,"Athletics, Basketball, Chess, Football, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bangalore International Public School,1999,International Schools,1000,LKG - 10,"ICSE, State Board",tel:+919513238818,75000,"58/2, Subramanyapura Main Road, Chikkallasandra, Bengaluru, Karnataka 560061",,"Archery, Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Horseback Riding, Karate, Rock-climbing, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Chrysalis Kids,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,120000,"3 & 4, behind Food World, Giddens Layout, Whitefield, Bengaluru, Karnataka 560066, India",Mr. Sawal Das Founder / N/A,Yoga,"Transport, Smart Classrooms"
Sadhu Vaswani International School,"International Schools, Public Schools",4000+,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Boxing, Cricket, Cycling, Football, Hockey, Lawn Tennis, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro Kids,2001,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,49000,"MCHS Colony, Stage 2, BTM Layout, Bengaluru, Karnataka 560076",,Yoga,Smart Classrooms
Global City International School,2010,International Schools,N/A,LKG - 10,"CBSE, IGCSE",tel:+919513238818,70000,"135, 5th Main, 6th Cross, Malleshpalya, New Thippasandra Post, Near, C V Raman Nagar, Bengaluru, Karnataka 560075",R. Jayapal PRESIDENT / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"Survey No. 18, Off Sarjapur Road, Anekal Taluk, Sompura Gate, Bengaluru, Karnataka 560037",Dr. Subhash Chandra Chairman / N/A,Yoga,
Euro kids,2001,Play Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,50000,"Eurokids Rajajinagar #1035, Dr Raj Kumar Road, 4th Block Near Golden Heights Mall, Rajajinagar, Bengaluru, Karnataka 560010",,Yoga,"Transport, Smart Classrooms"
Sindhi High School,2003,Public Schools,2249,Pre School - 12,CBSE,tel:+918035470244,"60,000 - 80,000","33, 2B Main Rd, Pampa Extension, Hebbal Kempapura, Bengaluru, Karnataka 560024","Mrs. Rachna Sharma Principal / M.Sc., M.Phil., B.Ed., CTET","Athletics, Badminton, Basketball, Carroms, Chess, Handball, Lawn Tennis, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro Kids,2001,International Schools,47,Pre School - PRE,Other Boards,tel:+919513238818,47000,"24/5, Near Nandi Sunshine, 3rd Cross Road Cross, Yemalur, Bengaluru, Karnataka 560037",,Yoga,Smart Classrooms
Orchids International School,2010,International Schools,,Pre School - 8,CBSE,tel:+919513238818,,"7, 3rd cross, 14th main, Post:, Prakash Nagar, Srirampura, Bengaluru, Karnataka 560021",,"Badminton, Carroms, Chess, Cricket","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vidyarambh,N/A,Play Schools,30,Pre School - PRE,Other Boards,tel:+919513238818,55000,"96, Margosa Ave, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560037",,Yoga,
KMV Red Hills High School,1992,Public Schools,N/A,LKG - 10,CBSE,tel:+919513238818,80000,"No.57, Hesarghatta Main Rd, Chimney Hills, Chikkabanavara, Bengaluru, Karnataka 560090",Dr.Raghavendra V Managing Director / N/A Dr. K. M. Venkataramana Secretary - SREIS / N/A,"Badminton, Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2004,Public Schools,719,1 - 10,"CBSE, IGCSE",tel:+919513238818,,"Survey No 9/2, Konadasapura Village Bidarahalli Hobli, Kadugodi Main Road Bengaluru East Taluk, Kadugodi, Bengaluru, Karnataka 560067",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Holy Saint English School,1968,International Schools,N/A,LKG - 10,"ICSE, State Board",tel:+919513238818,,"114, 7th Cross Rd, KHB Colony, Koramangala 4-B Block, 5th Block, Koramangala, Bengaluru, Karnataka 560038",Mr. S. A. P Qhadri Chairman and General seceratery / N/A,"Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Kho-Kho, Tennis, Throwball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Valiants Academy,1897,Public Schools,4000+,Pre School - 12,CBSE,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Billiards, Cricket, Football, Skating, Table-tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Narayana e-Techno School,2012,Other Collections,N/A,Pre School - 12,CBSE,tel:+918035470244,,,,,Transport
Samuel Public School,2005,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,"50,000 - 65,000","Survey no 14, Sacred Heart Road Halehalli, Thambu Chetty Palya, Krishnarajapura, Bengaluru, Karnataka 560036",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Gymnastics, Kabaddi, Kho-Kho, Table-tennis, Volleyball","Transport, Laboratory, Computers Facility, Library"
The Grandeur International School,2012,"International Schools, Other Collections",N/A,Pre School - PRE,IGCSE,tel:+918035470244,,,,,Transport
Winmore Academy Jakkur,2019,Public Schools,N/A,Pre School - 10,CBSE,tel:+919513238818,79500,"Survey No. 37/1, Nehru Nagar Shivannahalli, Bengaluru, Karnataka 560064",Radha Baruah Prinicipal / N/A,"Basketball, Chess, Cricket, Football, Karate, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bethel India Mission School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:+919513238818,25200,"#200, Bethel Street, Kumbalgodu, Karnataka 560060, India",MR.CHARLES THOMAS Director / N/A,"Athletics, Billiards, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Apple Kids,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,35000,"#27, SUBASHCHANDRA BOSE ROAD, BENDRE NAGAR, KADIRENAHALLI, Banashankari Stage II, Bengaluru, Karnataka 560078",,Yoga,Smart Classrooms
Annie Besant School,Public Schools,N/A,LKG - 10,State Board,Co-Education,tel:+919513238818,,"Magadi Main Rd,
Gollarahatti, Vishwaneedam Post, Bengaluru, Karnataka 560091",Mr. Raghunath PN Head Master / NA,"Athletics, Cricket, Kho-Kho, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Orchids International School,2002,International Schools,,Pre School - 10,CBSE,tel:+919513238818,,"Khata no:152, CV Raman Nagar, Survey no 136/3B, 7th Cross Road Vibhutipura Village, Jagadish Nagar, New Tippasandra, Bengaluru, Karnataka 560075, India",,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
